forecast_date,route_name,forecast_occ,lower_bound,upper_bound,base_buses,recommended_buses,recommendation,extra_buses,est_extra_revenue_inr,est_extra_cost_inr,est_net_impact_inr,forecast_occ_pct
2025-02-09,AMD→Gandhidham,0.6542,0.5804,0.7218,3,3,Keep As-Is,0,0.0,0.0,0.0,65.42
2025-02-10,AMD→Gandhidham,0.4743,0.4047,0.5436,3,3,Keep As-Is,0,0.0,0.0,0.0,47.43
2025-02-11,AMD→Gandhidham,0.4595,0.3853,0.5291,3,3,Keep As-Is,0,0.0,0.0,0.0,45.95
2025-02-12,AMD→Gandhidham,0.4851,0.4138,0.5561,3,3,Keep As-Is,0,0.0,0.0,0.0,48.51
2025-02-13,AMD→Gandhidham,0.5024,0.43,0.5706,3,3,Keep As-Is,0,0.0,0.0,0.0,50.24
2025-02-14,AMD→Gandhidham,0.5595,0.4894,0.635,3,3,Keep As-Is,0,0.0,0.0,0.0,55.95
2025-02-15,AMD→Gandhidham,0.6527,0.5854,0.7194,3,3,Keep As-Is,0,0.0,0.0,0.0,65.27
2025-02-16,AMD→Gandhidham,0.6383,0.5725,0.7125,3,3,Keep As-Is,0,0.0,0.0,0.0,63.83
2025-02-17,AMD→Gandhidham,0.4575,0.389,0.5325,3,3,Keep As-Is,0,0.0,0.0,0.0,45.75
2025-02-18,AMD→Gandhidham,0.4396,0.3681,0.518,3,2,Remove 1 Bus,-1,-9692.0,12179.0,-21871.0,43.96
2025-02-19,AMD→Gandhidham,0.4613,0.3919,0.5312,3,3,Keep As-Is,0,0.0,0.0,0.0,46.13
2025-02-20,AMD→Gandhidham,0.4751,0.4028,0.5446,3,3,Keep As-Is,0,0.0,0.0,0.0,47.51
2025-02-21,AMD→Gandhidham,0.5283,0.4544,0.6059,3,3,Keep As-Is,0,0.0,0.0,0.0,52.83
2025-02-22,AMD→Gandhidham,0.6173,0.5452,0.6945,3,3,Keep As-Is,0,0.0,0.0,0.0,61.73
2025-02-23,AMD→Gandhidham,0.6005,0.5272,0.6753,3,3,Keep As-Is,0,0.0,0.0,0.0,60.05
2025-02-24,AMD→Gandhidham,0.4203,0.3518,0.4926,3,2,Remove 1 Bus,-1,-9266.0,12179.0,-21445.0,42.03
2025-02-25,AMD→Gandhidham,0.4007,0.3286,0.474,3,2,Remove 1 Bus,-1,-8834.0,12179.0,-21013.0,40.07
2025-02-26,AMD→Gandhidham,0.4206,0.3485,0.4944,3,2,Remove 1 Bus,-1,-9273.0,12179.0,-21452.0,42.06
2025-02-27,AMD→Gandhidham,0.4332,0.3533,0.5033,3,2,Remove 1 Bus,-1,-9551.0,12179.0,-21730.0,43.32
2025-02-28,AMD→Gandhidham,0.4848,0.4179,0.5564,3,3,Keep As-Is,0,0.0,0.0,0.0,48.48
2025-03-01,AMD→Gandhidham,0.5721,0.499,0.6453,3,3,Keep As-Is,0,0.0,0.0,0.0,57.21
2025-03-02,AMD→Gandhidham,0.5557,0.4853,0.6274,3,3,Keep As-Is,0,0.0,0.0,0.0,55.57
2025-03-03,AMD→Gandhidham,0.3786,0.3059,0.4456,3,2,Remove 1 Bus,-1,-8347.0,12179.0,-20526.0,37.86
2025-03-04,AMD→Gandhidham,0.3601,0.2885,0.4316,3,2,Remove 1 Bus,-1,-7939.0,12179.0,-20118.0,36.01
2025-03-05,AMD→Gandhidham,0.3808,0.3113,0.4526,3,2,Remove 1 Bus,-1,-8395.0,12179.0,-20574.0,38.08
2025-03-06,AMD→Gandhidham,0.3945,0.3213,0.4641,3,2,Remove 1 Bus,-1,-8698.0,12179.0,-20877.0,39.45
2025-03-07,AMD→Gandhidham,0.447,0.3793,0.5208,3,2,Remove 1 Bus,-1,-9855.0,12179.0,-22034.0,44.7
2025-03-08,AMD→Gandhidham,0.5347,0.4597,0.608,3,3,Keep As-Is,0,0.0,0.0,0.0,53.47
2025-03-09,AMD→Gandhidham,0.5205,0.4472,0.5941,3,3,Keep As-Is,0,0.0,0.0,0.0,52.05
2025-03-10,AMD→Gandhidham,0.3482,0.2748,0.4197,3,2,Remove 1 Bus,-1,-7677.0,12179.0,-19856.0,34.82
2025-03-11,AMD→Gandhidham,0.3321,0.2591,0.4016,3,2,Remove 1 Bus,-1,-7322.0,12179.0,-19501.0,33.21
2025-03-12,AMD→Gandhidham,0.3547,0.2834,0.4254,3,2,Remove 1 Bus,-1,-7820.0,12179.0,-19999.0,35.47
2025-03-13,AMD→Gandhidham,0.3702,0.3006,0.4439,3,2,Remove 1 Bus,-1,-8162.0,12179.0,-20341.0,37.02
2025-03-14,AMD→Gandhidham,0.4239,0.3556,0.5023,3,2,Remove 1 Bus,-1,-9346.0,12179.0,-21525.0,42.39
2025-03-15,AMD→Gandhidham,0.5122,0.4445,0.586,3,3,Keep As-Is,0,0.0,0.0,0.0,51.22
2025-03-16,AMD→Gandhidham,0.5,0.4271,0.573,3,3,Keep As-Is,0,0.0,0.0,0.0,50.0
2025-03-17,AMD→Gandhidham,0.3322,0.264,0.4051,3,2,Remove 1 Bus,-1,-7324.0,12179.0,-19503.0,33.22
2025-03-18,AMD→Gandhidham,0.3179,0.2444,0.3965,3,2,Remove 1 Bus,-1,-7009.0,12179.0,-19188.0,31.79
2025-03-19,AMD→Gandhidham,0.3414,0.2657,0.406,3,2,Remove 1 Bus,-1,-7527.0,12179.0,-19706.0,34.14
2025-03-20,AMD→Gandhidham,0.3579,0.2896,0.4316,3,2,Remove 1 Bus,-1,-7891.0,12179.0,-20070.0,35.79
2025-03-21,AMD→Gandhidham,0.4117,0.3419,0.4815,3,2,Remove 1 Bus,-1,-9077.0,12179.0,-21256.0,41.17
2025-03-22,AMD→Gandhidham,0.4994,0.4248,0.5762,3,3,Keep As-Is,0,0.0,0.0,0.0,49.94
2025-03-23,AMD→Gandhidham,0.4879,0.4166,0.5615,3,3,Keep As-Is,0,0.0,0.0,0.0,48.79
2025-03-24,AMD→Gandhidham,0.3232,0.2506,0.3973,3,2,Remove 1 Bus,-1,-7126.0,12179.0,-19305.0,32.32
2025-03-25,AMD→Gandhidham,0.3094,0.2392,0.3771,3,2,Remove 1 Bus,-1,-6821.0,12179.0,-19000.0,30.94
2025-03-26,AMD→Gandhidham,0.3326,0.2607,0.4023,3,2,Remove 1 Bus,-1,-7333.0,12179.0,-19512.0,33.26
2025-03-27,AMD→Gandhidham,0.3488,0.2703,0.423,3,2,Remove 1 Bus,-1,-7690.0,12179.0,-19869.0,34.88
2025-03-28,AMD→Gandhidham,0.4016,0.3257,0.4727,3,2,Remove 1 Bus,-1,-8854.0,12179.0,-21033.0,40.16
2025-03-29,AMD→Gandhidham,0.4877,0.4123,0.5632,3,3,Keep As-Is,0,0.0,0.0,0.0,48.77
2025-03-30,AMD→Gandhidham,0.4762,0.4028,0.5528,3,3,Keep As-Is,0,0.0,0.0,0.0,47.62
2025-03-31,AMD→Gandhidham,0.3138,0.2367,0.3802,3,2,Remove 1 Bus,-1,-6918.0,12179.0,-19097.0,31.38
2025-01-01,AMD→Jamnagar,0.9178,0.857,0.9849,4,5,Add 1 Bus,1,21684.0,11685.0,9999.0,91.78
2025-01-02,AMD→Jamnagar,0.61,0.5415,0.6735,4,4,Keep As-Is,0,0.0,0.0,0.0,61.0
2025-01-03,AMD→Jamnagar,0.6808,0.6119,0.7461,4,4,Keep As-Is,0,0.0,0.0,0.0,68.08
2025-01-04,AMD→Jamnagar,0.841,0.7777,0.908,4,5,Add 1 Bus,1,19870.0,11685.0,8185.0,84.1
2025-01-05,AMD→Jamnagar,0.8376,0.7721,0.9057,4,5,Add 1 Bus,1,19790.0,11685.0,8105.0,83.76
2025-01-06,AMD→Jamnagar,0.5982,0.5335,0.6648,4,4,Keep As-Is,0,0.0,0.0,0.0,59.82
2025-01-07,AMD→Jamnagar,0.5846,0.5216,0.6497,4,4,Keep As-Is,0,0.0,0.0,0.0,58.46
2025-01-08,AMD→Jamnagar,0.5859,0.5197,0.6563,4,4,Keep As-Is,0,0.0,0.0,0.0,58.59
2025-01-09,AMD→Jamnagar,0.6185,0.5547,0.6799,4,4,Keep As-Is,0,0.0,0.0,0.0,61.85
2025-01-10,AMD→Jamnagar,0.7115,0.638,0.7784,4,4,Keep As-Is,0,0.0,0.0,0.0,71.15
2025-01-11,AMD→Jamnagar,0.84,0.7724,0.9068,4,5,Add 1 Bus,1,19846.0,11685.0,8161.0,84.0
2025-01-12,AMD→Jamnagar,0.9006,0.833,0.9619,4,5,Add 1 Bus,1,21278.0,11685.0,9593.0,90.06
2025-01-13,AMD→Jamnagar,0.5954,0.5266,0.655,4,4,Keep As-Is,0,0.0,0.0,0.0,59.54
2025-01-14,AMD→Jamnagar,0.5817,0.5193,0.6459,4,4,Keep As-Is,0,0.0,0.0,0.0,58.17
2025-01-15,AMD→Jamnagar,0.8788,0.816,0.9447,4,5,Add 1 Bus,1,20763.0,11685.0,9078.0,87.88
2025-01-16,AMD→Jamnagar,0.6119,0.5453,0.6797,4,4,Keep As-Is,0,0.0,0.0,0.0,61.19
2025-01-17,AMD→Jamnagar,0.7319,0.6687,0.8,4,4,Keep As-Is,0,0.0,0.0,0.0,73.19
2025-01-18,AMD→Jamnagar,0.8805,0.8164,0.954,4,5,Add 1 Bus,1,20803.0,11685.0,9118.0,88.05
2025-01-19,AMD→Jamnagar,0.8303,0.7652,0.8964,4,5,Add 1 Bus,1,19617.0,11685.0,7932.0,83.03
2025-01-20,AMD→Jamnagar,0.598,0.5321,0.6656,4,4,Keep As-Is,0,0.0,0.0,0.0,59.8
2025-01-21,AMD→Jamnagar,0.5813,0.5148,0.6446,4,4,Keep As-Is,0,0.0,0.0,0.0,58.13
2025-01-22,AMD→Jamnagar,0.6373,0.5711,0.7036,4,4,Keep As-Is,0,0.0,0.0,0.0,63.73
2025-01-23,AMD→Jamnagar,0.6252,0.5566,0.691,4,4,Keep As-Is,0,0.0,0.0,0.0,62.52
2025-01-24,AMD→Jamnagar,0.6728,0.6063,0.7346,4,4,Keep As-Is,0,0.0,0.0,0.0,67.28
2025-01-25,AMD→Jamnagar,0.8432,0.7771,0.9103,4,5,Add 1 Bus,1,19922.0,11685.0,8237.0,84.32
2025-01-26,AMD→Jamnagar,0.8467,0.7789,0.9149,4,5,Add 1 Bus,1,20005.0,11685.0,8320.0,84.67
2025-01-27,AMD→Jamnagar,0.6089,0.5447,0.6753,4,4,Keep As-Is,0,0.0,0.0,0.0,60.89
2025-01-28,AMD→Jamnagar,0.5806,0.513,0.6487,4,4,Keep As-Is,0,0.0,0.0,0.0,58.06
2025-01-29,AMD→Jamnagar,0.5916,0.5253,0.6579,4,4,Keep As-Is,0,0.0,0.0,0.0,59.16
2025-01-30,AMD→Jamnagar,0.6334,0.565,0.701,4,4,Keep As-Is,0,0.0,0.0,0.0,63.34
2025-01-31,AMD→Jamnagar,0.6831,0.6152,0.7466,4,4,Keep As-Is,0,0.0,0.0,0.0,68.31
2025-02-01,AMD→Jamnagar,0.8341,0.767,0.9003,4,5,Add 1 Bus,1,19707.0,11685.0,8022.0,83.41
2025-02-02,AMD→Jamnagar,0.8123,0.748,0.8739,4,5,Add 1 Bus,1,19192.0,11685.0,7507.0,81.23
2025-02-03,AMD→Jamnagar,0.5386,0.4705,0.607,4,4,Keep As-Is,0,0.0,0.0,0.0,53.86
2025-02-04,AMD→Jamnagar,0.521,0.4566,0.5817,4,4,Keep As-Is,0,0.0,0.0,0.0,52.1
2025-02-05,AMD→Jamnagar,0.564,0.4988,0.6276,4,4,Keep As-Is,0,0.0,0.0,0.0,56.4
2025-02-06,AMD→Jamnagar,0.5925,0.5272,0.6544,4,4,Keep As-Is,0,0.0,0.0,0.0,59.25
2025-02-07,AMD→Jamnagar,0.6706,0.6042,0.734,4,4,Keep As-Is,0,0.0,0.0,0.0,67.06
2025-02-08,AMD→Jamnagar,0.8228,0.7511,0.8907,4,5,Add 1 Bus,1,19440.0,11685.0,7755.0,82.28
2025-02-09,AMD→Jamnagar,0.8024,0.7341,0.8662,4,5,Add 1 Bus,1,18958.0,11685.0,7273.0,80.24
2025-02-10,AMD→Jamnagar,0.5302,0.4643,0.598,4,4,Keep As-Is,0,0.0,0.0,0.0,53.02
2025-02-11,AMD→Jamnagar,0.5141,0.4535,0.5835,4,4,Keep As-Is,0,0.0,0.0,0.0,51.41
2025-02-12,AMD→Jamnagar,0.5587,0.495,0.6245,4,4,Keep As-Is,0,0.0,0.0,0.0,55.87
2025-02-13,AMD→Jamnagar,0.5888,0.5238,0.6548,4,4,Keep As-Is,0,0.0,0.0,0.0,58.88
2025-02-14,AMD→Jamnagar,0.6687,0.6047,0.7337,4,4,Keep As-Is,0,0.0,0.0,0.0,66.87
2025-02-15,AMD→Jamnagar,0.8225,0.757,0.889,4,5,Add 1 Bus,1,19433.0,11685.0,7748.0,82.25
2025-02-16,AMD→Jamnagar,0.8039,0.7385,0.8673,4,5,Add 1 Bus,1,18993.0,11685.0,7308.0,80.39
2025-02-17,AMD→Jamnagar,0.5334,0.4716,0.5977,4,4,Keep As-Is,0,0.0,0.0,0.0,53.34
2025-02-18,AMD→Jamnagar,0.5189,0.456,0.585,4,4,Keep As-Is,0,0.0,0.0,0.0,51.89
2025-02-19,AMD→Jamnagar,0.5651,0.4995,0.6322,4,4,Keep As-Is,0,0.0,0.0,0.0,56.51
2025-02-20,AMD→Jamnagar,0.5967,0.5368,0.6628,4,4,Keep As-Is,0,0.0,0.0,0.0,59.67
2025-02-21,AMD→Jamnagar,0.6779,0.6154,0.7405,4,4,Keep As-Is,0,0.0,0.0,0.0,67.79
2025-02-22,AMD→Jamnagar,0.833,0.7615,0.8962,4,5,Add 1 Bus,1,19681.0,11685.0,7996.0,83.3
2025-02-23,AMD→Jamnagar,0.8154,0.7519,0.884,4,5,Add 1 Bus,1,19265.0,11685.0,7580.0,81.54
2025-02-24,AMD→Jamnagar,0.5458,0.4863,0.617,4,4,Keep As-Is,0,0.0,0.0,0.0,54.58
2025-02-25,AMD→Jamnagar,0.5321,0.4655,0.6003,4,4,Keep As-Is,0,0.0,0.0,0.0,53.21
2025-02-26,AMD→Jamnagar,0.5789,0.5157,0.6457,4,4,Keep As-Is,0,0.0,0.0,0.0,57.89
2025-02-27,AMD→Jamnagar,0.6109,0.5481,0.6778,4,4,Keep As-Is,0,0.0,0.0,0.0,61.09
2025-02-28,AMD→Jamnagar,0.6923,0.6274,0.7572,4,4,Keep As-Is,0,0.0,0.0,0.0,69.23
2025-03-01,AMD→Jamnagar,0.8473,0.7816,0.9112,4,5,Add 1 Bus,1,20019.0,11685.0,8334.0,84.73
2025-03-02,AMD→Jamnagar,0.8296,0.7649,0.8935,4,5,Add 1 Bus,1,19601.0,11685.0,7916.0,82.96
2025-03-03,AMD→Jamnagar,0.5597,0.4944,0.6233,4,4,Keep As-Is,0,0.0,0.0,0.0,55.97
2025-03-04,AMD→Jamnagar,0.5455,0.482,0.6171,4,4,Keep As-Is,0,0.0,0.0,0.0,54.55
2025-03-05,AMD→Jamnagar,0.5916,0.5276,0.6535,4,4,Keep As-Is,0,0.0,0.0,0.0,59.16
2025-03-06,AMD→Jamnagar,0.6228,0.5574,0.6895,4,4,Keep As-Is,0,0.0,0.0,0.0,62.28
2025-03-07,AMD→Jamnagar,0.7032,0.6338,0.7643,4,4,Keep As-Is,0,0.0,0.0,0.0,70.32
2025-03-08,AMD→Jamnagar,0.8572,0.7918,0.9245,4,5,Add 1 Bus,1,20253.0,11685.0,8568.0,85.72
2025-03-09,AMD→Jamnagar,0.8384,0.769,0.9016,4,5,Add 1 Bus,1,19808.0,11685.0,8123.0,83.84
2025-03-10,AMD→Jamnagar,0.5673,0.4999,0.6355,4,4,Keep As-Is,0,0.0,0.0,0.0,56.73
2025-03-11,AMD→Jamnagar,0.5519,0.4855,0.6183,4,4,Keep As-Is,0,0.0,0.0,0.0,55.19
2025-03-12,AMD→Jamnagar,0.5967,0.5305,0.6628,4,4,Keep As-Is,0,0.0,0.0,0.0,59.67
2025-03-13,AMD→Jamnagar,0.6267,0.5635,0.694,4,4,Keep As-Is,0,0.0,0.0,0.0,62.67
2025-03-14,AMD→Jamnagar,0.7059,0.6403,0.7639,4,4,Keep As-Is,0,0.0,0.0,0.0,70.59
2025-03-15,AMD→Jamnagar,0.8587,0.7923,0.9299,4,5,Add 1 Bus,1,20288.0,11685.0,8603.0,85.87
2025-03-16,AMD→Jamnagar,0.8387,0.7767,0.9074,4,5,Add 1 Bus,1,19816.0,11685.0,8131.0,83.87
2025-03-17,AMD→Jamnagar,0.5667,0.5006,0.6311,4,4,Keep As-Is,0,0.0,0.0,0.0,56.67
2025-03-18,AMD→Jamnagar,0.5503,0.4875,0.6151,4,4,Keep As-Is,0,0.0,0.0,0.0,55.03
2025-03-19,AMD→Jamnagar,0.5942,0.5276,0.6603,4,4,Keep As-Is,0,0.0,0.0,0.0,59.42
2025-03-20,AMD→Jamnagar,0.6234,0.5547,0.687,4,4,Keep As-Is,0,0.0,0.0,0.0,62.34
2025-03-21,AMD→Jamnagar,0.702,0.6365,0.766,4,4,Keep As-Is,0,0.0,0.0,0.0,70.2
2025-03-22,AMD→Jamnagar,0.8543,0.7876,0.9182,4,5,Add 1 Bus,1,20184.0,11685.0,8499.0,85.43
2025-03-23,AMD→Jamnagar,0.8338,0.7602,0.9024,4,5,Add 1 Bus,1,19700.0,11685.0,8015.0,83.38
2025-03-24,AMD→Jamnagar,0.5615,0.4951,0.6264,4,4,Keep As-Is,0,0.0,0.0,0.0,56.15
2025-03-25,AMD→Jamnagar,0.5448,0.4753,0.6116,4,4,Keep As-Is,0,0.0,0.0,0.0,54.48
2025-03-26,AMD→Jamnagar,0.5886,0.5223,0.6561,4,4,Keep As-Is,0,0.0,0.0,0.0,58.86
2025-03-27,AMD→Jamnagar,0.6177,0.553,0.6852,4,4,Keep As-Is,0,0.0,0.0,0.0,61.77
2025-03-28,AMD→Jamnagar,0.6962,0.6273,0.7644,4,4,Keep As-Is,0,0.0,0.0,0.0,69.62
2025-03-29,AMD→Jamnagar,0.8485,0.7779,0.9125,4,5,Add 1 Bus,1,20047.0,11685.0,8362.0,84.85
2025-03-30,AMD→Jamnagar,0.8281,0.7647,0.8998,4,5,Add 1 Bus,1,19565.0,11685.0,7880.0,82.81
2025-03-31,AMD→Jamnagar,0.5558,0.4884,0.6165,4,4,Keep As-Is,0,0.0,0.0,0.0,55.58
2025-01-01,AMD→Junagadh,0.9386,0.8725,1.0,4,6,Add 2 Buses,2,35348.0,20279.0,15069.0,93.86
2025-01-02,AMD→Junagadh,0.6107,0.5433,0.6774,4,4,Keep As-Is,0,0.0,0.0,0.0,61.07
2025-01-03,AMD→Junagadh,0.6883,0.6252,0.754,4,4,Keep As-Is,0,0.0,0.0,0.0,68.83
2025-01-04,AMD→Junagadh,0.861,0.7973,0.925,4,5,Add 1 Bus,1,16213.0,10140.0,6073.0,86.1
2025-01-05,AMD→Junagadh,0.836,0.7693,0.906,4,5,Add 1 Bus,1,15742.0,10140.0,5602.0,83.6
2025-01-06,AMD→Junagadh,0.6546,0.5857,0.7213,4,4,Keep As-Is,0,0.0,0.0,0.0,65.46
2025-01-07,AMD→Junagadh,0.6016,0.5323,0.6685,4,4,Keep As-Is,0,0.0,0.0,0.0,60.16
2025-01-08,AMD→Junagadh,0.6413,0.5727,0.7073,4,4,Keep As-Is,0,0.0,0.0,0.0,64.13
2025-01-09,AMD→Junagadh,0.6179,0.5512,0.6843,4,4,Keep As-Is,0,0.0,0.0,0.0,61.79
2025-01-10,AMD→Junagadh,0.6855,0.6241,0.752,4,4,Keep As-Is,0,0.0,0.0,0.0,68.55
2025-01-11,AMD→Junagadh,0.8878,0.8226,0.9496,4,5,Add 1 Bus,1,16717.0,10140.0,6577.0,88.78
2025-01-12,AMD→Junagadh,0.822,0.7562,0.8867,4,5,Add 1 Bus,1,15478.0,10140.0,5338.0,82.2
2025-01-13,AMD→Junagadh,0.6145,0.5528,0.6828,4,4,Keep As-Is,0,0.0,0.0,0.0,61.45
2025-01-14,AMD→Junagadh,0.5658,0.4984,0.6299,4,4,Keep As-Is,0,0.0,0.0,0.0,56.58
2025-01-15,AMD→Junagadh,0.8935,0.8252,0.9575,4,5,Add 1 Bus,1,16825.0,10140.0,6685.0,89.35
2025-01-16,AMD→Junagadh,0.6302,0.5639,0.698,4,4,Keep As-Is,0,0.0,0.0,0.0,63.02
2025-01-17,AMD→Junagadh,0.7004,0.6347,0.7653,4,4,Keep As-Is,0,0.0,0.0,0.0,70.04
2025-01-18,AMD→Junagadh,0.8554,0.7952,0.9216,4,5,Add 1 Bus,1,16107.0,10140.0,5967.0,85.54
2025-01-19,AMD→Junagadh,0.8406,0.7727,0.9099,4,5,Add 1 Bus,1,15829.0,10140.0,5689.0,84.06
2025-01-20,AMD→Junagadh,0.6295,0.5714,0.6959,4,4,Keep As-Is,0,0.0,0.0,0.0,62.95
2025-01-21,AMD→Junagadh,0.5937,0.525,0.6588,4,4,Keep As-Is,0,0.0,0.0,0.0,59.37
2025-01-22,AMD→Junagadh,0.5939,0.5289,0.663,4,4,Keep As-Is,0,0.0,0.0,0.0,59.39
2025-01-23,AMD→Junagadh,0.6165,0.5521,0.6817,4,4,Keep As-Is,0,0.0,0.0,0.0,61.65
2025-01-24,AMD→Junagadh,0.7101,0.6409,0.7767,4,4,Keep As-Is,0,0.0,0.0,0.0,71.01
2025-01-25,AMD→Junagadh,0.8299,0.7639,0.8963,4,5,Add 1 Bus,1,15627.0,10140.0,5487.0,82.99
2025-01-26,AMD→Junagadh,0.8452,0.7795,0.9125,4,5,Add 1 Bus,1,15915.0,10140.0,5775.0,84.52
2025-01-27,AMD→Junagadh,0.6091,0.5433,0.6754,4,4,Keep As-Is,0,0.0,0.0,0.0,60.91
2025-01-28,AMD→Junagadh,0.6319,0.5673,0.6999,4,4,Keep As-Is,0,0.0,0.0,0.0,63.19
2025-01-29,AMD→Junagadh,0.5748,0.5094,0.6376,4,4,Keep As-Is,0,0.0,0.0,0.0,57.48
2025-01-30,AMD→Junagadh,0.5987,0.5361,0.6676,4,4,Keep As-Is,0,0.0,0.0,0.0,59.87
2025-01-31,AMD→Junagadh,0.7031,0.6345,0.7683,4,4,Keep As-Is,0,0.0,0.0,0.0,70.31
2025-02-01,AMD→Junagadh,0.8475,0.7821,0.9184,4,5,Add 1 Bus,1,15958.0,10140.0,5818.0,84.75
2025-02-02,AMD→Junagadh,0.8306,0.7722,0.8963,4,5,Add 1 Bus,1,15640.0,10140.0,5500.0,83.06
2025-02-03,AMD→Junagadh,0.555,0.4906,0.6167,4,4,Keep As-Is,0,0.0,0.0,0.0,55.5
2025-02-04,AMD→Junagadh,0.5373,0.4689,0.6069,4,4,Keep As-Is,0,0.0,0.0,0.0,53.73
2025-02-05,AMD→Junagadh,0.5787,0.5116,0.6419,4,4,Keep As-Is,0,0.0,0.0,0.0,57.87
2025-02-06,AMD→Junagadh,0.6051,0.5381,0.6742,4,4,Keep As-Is,0,0.0,0.0,0.0,60.51
2025-02-07,AMD→Junagadh,0.6883,0.6243,0.753,4,4,Keep As-Is,0,0.0,0.0,0.0,68.83
2025-02-08,AMD→Junagadh,0.8331,0.7647,0.8992,4,5,Add 1 Bus,1,15687.0,10140.0,5547.0,83.31
2025-02-09,AMD→Junagadh,0.8169,0.7493,0.8821,4,5,Add 1 Bus,1,15382.0,10140.0,5242.0,81.69
2025-02-10,AMD→Junagadh,0.5424,0.4794,0.6062,4,4,Keep As-Is,0,0.0,0.0,0.0,54.24
2025-02-11,AMD→Junagadh,0.5259,0.4565,0.5924,4,4,Keep As-Is,0,0.0,0.0,0.0,52.59
2025-02-12,AMD→Junagadh,0.5687,0.5029,0.6387,4,4,Keep As-Is,0,0.0,0.0,0.0,56.87
2025-02-13,AMD→Junagadh,0.5969,0.5297,0.6644,4,4,Keep As-Is,0,0.0,0.0,0.0,59.69
2025-02-14,AMD→Junagadh,0.6819,0.6165,0.7512,4,4,Keep As-Is,0,0.0,0.0,0.0,68.19
2025-02-15,AMD→Junagadh,0.8287,0.7654,0.8896,4,5,Add 1 Bus,1,15604.0,10140.0,5464.0,82.87
2025-02-16,AMD→Junagadh,0.8146,0.7492,0.8811,4,5,Add 1 Bus,1,15339.0,10140.0,5199.0,81.46
2025-02-17,AMD→Junagadh,0.5422,0.481,0.6081,4,4,Keep As-Is,0,0.0,0.0,0.0,54.22
2025-02-18,AMD→Junagadh,0.5279,0.4597,0.5929,4,4,Keep As-Is,0,0.0,0.0,0.0,52.79
2025-02-19,AMD→Junagadh,0.5729,0.5094,0.6359,4,4,Keep As-Is,0,0.0,0.0,0.0,57.29
2025-02-20,AMD→Junagadh,0.6032,0.5413,0.6689,4,4,Keep As-Is,0,0.0,0.0,0.0,60.32
2025-02-21,AMD→Junagadh,0.6902,0.6225,0.7561,4,4,Keep As-Is,0,0.0,0.0,0.0,69.02
2025-02-22,AMD→Junagadh,0.8388,0.7718,0.9038,4,5,Add 1 Bus,1,15795.0,10140.0,5655.0,83.88
2025-02-23,AMD→Junagadh,0.8264,0.759,0.8927,4,5,Add 1 Bus,1,15561.0,10140.0,5421.0,82.64
2025-02-24,AMD→Junagadh,0.5555,0.4898,0.6227,4,4,Keep As-Is,0,0.0,0.0,0.0,55.55
2025-02-25,AMD→Junagadh,0.5424,0.4777,0.6108,4,4,Keep As-Is,0,0.0,0.0,0.0,54.24
2025-02-26,AMD→Junagadh,0.5884,0.5187,0.6502,4,4,Keep As-Is,0,0.0,0.0,0.0,58.84
2025-02-27,AMD→Junagadh,0.6193,0.5555,0.6843,4,4,Keep As-Is,0,0.0,0.0,0.0,61.93
2025-02-28,AMD→Junagadh,0.7067,0.6426,0.7763,4,4,Keep As-Is,0,0.0,0.0,0.0,70.67
2025-03-01,AMD→Junagadh,0.8555,0.7923,0.9228,4,5,Add 1 Bus,1,16109.0,10140.0,5969.0,85.55
2025-03-02,AMD→Junagadh,0.8428,0.7797,0.9103,4,5,Add 1 Bus,1,15870.0,10140.0,5730.0,84.28
2025-03-03,AMD→Junagadh,0.5715,0.5043,0.6305,4,4,Keep As-Is,0,0.0,0.0,0.0,57.15
2025-03-04,AMD→Junagadh,0.5577,0.4944,0.6266,4,4,Keep As-Is,0,0.0,0.0,0.0,55.77
2025-03-05,AMD→Junagadh,0.6027,0.5356,0.6728,4,4,Keep As-Is,0,0.0,0.0,0.0,60.27
2025-03-06,AMD→Junagadh,0.6324,0.5699,0.6992,4,4,Keep As-Is,0,0.0,0.0,0.0,63.24
2025-03-07,AMD→Junagadh,0.7185,0.654,0.7884,4,4,Keep As-Is,0,0.0,0.0,0.0,71.85
2025-03-08,AMD→Junagadh,0.8657,0.7983,0.9329,4,5,Add 1 Bus,1,16301.0,10140.0,6161.0,86.57
2025-03-09,AMD→Junagadh,0.8515,0.7814,0.9164,4,5,Add 1 Bus,1,16034.0,10140.0,5894.0,85.15
2025-03-10,AMD→Junagadh,0.5784,0.5103,0.6442,4,4,Keep As-Is,0,0.0,0.0,0.0,57.84
2025-03-11,AMD→Junagadh,0.5628,0.495,0.6295,4,4,Keep As-Is,0,0.0,0.0,0.0,56.28
2025-03-12,AMD→Junagadh,0.606,0.5416,0.6735,4,4,Keep As-Is,0,0.0,0.0,0.0,60.6
2025-03-13,AMD→Junagadh,0.634,0.5684,0.6976,4,4,Keep As-Is,0,0.0,0.0,0.0,63.4
2025-03-14,AMD→Junagadh,0.7183,0.6552,0.7838,4,4,Keep As-Is,0,0.0,0.0,0.0,71.83
2025-03-15,AMD→Junagadh,0.8639,0.8001,0.9297,4,5,Add 1 Bus,1,16267.0,10140.0,6127.0,86.39
2025-03-16,AMD→Junagadh,0.8481,0.7809,0.9149,4,5,Add 1 Bus,1,15970.0,10140.0,5830.0,84.81
